42127071.47341777,42130263.56670041,42123261.82276732,42129630.45030119,42127770.9102916,42126061.23937052,42128103.62870476,42127204.42872728,42130194.45727018,42130650.59364194,42126264.88913143,42131249.08335906,42121879.95007117,42126236.80723747,42119528.04931814,42125189.80010271,42123354.92117877,42132555.79221123,42126746.38787523,42122892.55477569,42126138.62379482,42125275.66667099,42120089.11432237,42127644.19880397,42122637.36726643,42128467.55673908,42121668.97264072,42126336.15739717,42127803.15195024,42134436.20791032
47720025.44894202,47719829.62433686,47746383.03534469,47737008.62788184,47744680.91707844,47730251.54593791,47734597.05814546,47733636.34972845,47754515.95206786,47752372.77555968,47747790.30476368,47746817.74476232,47753790.9360714,47727577.71640579,47689704.52105223,47773498.07579095,47739342.6790725,47752086.88621972,47731568.50149842,47725123.30317356,47731147.36888453,47737315.71784393,47726249.52136165,47748911.48614842,47726911.2578344,47720003.14786788,47743302.80718083,47731122.6225602,47746857.54456489,47717599.4028478
53997348.13525087,54001055.87769523,54013290.81560419,54011353.37076566,54013313.03156842,54001127.55078898,54009830.32100338,53996606.68261322,54016874.97999274,54011287.36918585,54029518.11604597,53992405.97376516,54013634.27909603,54006990.37871118,53977414.45370397,54023192.63742321,54014031.30446208,54036935.27511339,53995238.24691528,53989563.01830862,54012897.04698793,54000078.4525632,54021268.64958776,54019559.52588934,53987614.4664784,53999016.82758821,53997537.35519955,54005284.10896673,54024836.97024559,53974887.54651807
68038905.65866156,68032749.74799767,68041434.376478,68038600.30078802,68029656.88599722,68010651.55006059,68056040.99538396,68018643.40245692,68022893.73002762,68069942.88842849,68036939.76352479,68055678.79533201,67991061.86904258,68034734.31181873,67989225.80528028,68030074.27350631,68022757.11931571,68075537.6311906,68029914.13102464,68025202.42440167,68023197.0781423,68038034.69400717,68019587.69071683,68044528.36891931,68009388.23268618,68046380.09137666,67991650.58231068,68062198.5280015,68026279.95218287,68063049.9018565
70528639.9704856,70588047.32350096,70582015.60133922,70627456.61371878,70585277.05856518,70560276.19632611,70624729.63009383,70633911.94626598,70622864.2340854,70613698.35913067,70575463.58124302,70624750.92037426,70583831.66622348,70590047.28144598,70509533.78280275,70579570.11473617,70608362.27489877,70626645.54544188,70609503.32914346,70539691.90457731,70636915.36845778,70583559.1099804,70588708.11821803,70593536.45965968,70592225.60815832,70590229.41950801,70642347.1432827,70567609.44033727,70594033.34285064,70605619.39038201
75382577.84963526,75402096.95123661,75384244.61468422,75409123.28652163,75398110.54760009,75386825.74236068,75403351.69705376,75401550.78711905,75412970.6885284,75410599.3317133,75394019.76285769,75411880.34743994,75382267.117378,75391773.55105688,75353155.76965512,75393456.23167025,75388607.47576931,75421085.16179819,75395570.2624819,75371830.21023248,75400433.76495041,75387964.53851567,75375878.40409495,75399772.62654291,75379870.31613092,75396401.78276899,75388389.66592227,75387967.62588671,75401170.92523278,75413408.18345347
80782630.97055504,80774079.70212317,80795999.17943825,80782650.27644613,80778858.24336779,80764437.59433843,80798403.64970288,80769742.4211168,80771468.9671302,80805675.19052318,80788997.48413442,80791253.79844429,80760238.91225019,80783702.3395465,80752989.18058403,80786506.67568481,80781507.31927261,80809988.9392226,80778371.7217394,80779076.13820146,80776908.19899946,80787639.33350505,80784542.2304595,80791639.93905462,80768328.18899943,80787406.87400416,80759770.55741234,80804516.85434648,80777983.56978244,80787298.90049261
89353595.79773329,89356825.01949024,89360607.54082823,89361239.11422209,89359780.49910861,89356032.24864383,89361198.20066896,89358451.12892145,89361856.49211115,89360218.02431019,89363551.63010643,89356075.93739596,89360677.82557611,89359115.68905236,89349561.77604967,89361976.02356555,89362134.89986773,89366769.26867802,89357049.4352826,89352977.42585303,89362870.49048483,89357157.30741397,89363810.82436372,89361764.17245558,89355144.05324392,89356889.28873633,89359998.07978763,89357622.10036634,89362979.461476,89350668.97587056
95222443.61710794,95223041.94466467,95224208.26745093,95224201.46403772,95223972.69811504,95222710.86126365,95224292.88933001,95222966.88260555,95224379.7351871,95224328.02835138,95225303.51818745,95222764.4284797,95223761.3288482,95223656.04464793,95220528.94620414,95224719.171193,95224301.2735538,95226474.14218968,95222797.3121154,95221890.01987982,95224374.97063963,95223090.96619809,95224840.4008584,95224677.93508984,95221993.88623002,95223089.74250832,95222990.76697336,95223612.27514395,95224919.84293647,95221279.01601003
102153163.4049251,102153162.992376,102153166.2092544,102153164.7534637,102153165.111491,102153162.6901275,102153165.5089763,102153161.95626,102153164.943017,102153166.2929439,102153167.9998366,102153162.7779629,102153164.1393667,102153164.4369674,102153158.9442388,102153167.1249577,102153165.2303488,102153169.9143821,102153162.4321519,102153162.1386598,102153164.5530113,102153163.8466069,102153166.4642295,102153166.6975276,102153160.9185075,102153163.5200995,102153161.5300314,102153165.6150982,102153166.5660976,102153160.1021011
